farm_additional_housing_system_id	farm_animal_housing_category_id	substance_id	reduction_factor
14	153	17	0
14	154	17	0
14	155	17	0
14	156	17	0
14	157	17	0
14	158	17	0
14	159	17	0
14	160	17	0
14	161	17	0
14	162	17	0
14	163	17	0
14	164	17	0
14	165	17	0
14	166	17	0
14	167	17	0
14	168	17	0
14	169	17	0
14	170	17	0
14	171	17	0
14	172	17	0
14	173	17	0
14	174	17	0
14	175	17	0
14	176	17	0
14	177	17	0
14	178	17	0
14	179	17	0
14	180	17	0
14	181	17	0
14	182	17	0
14	183	17	0
14	184	17	0
14	185	17	0
14	186	17	0
14	187	17	0
14	188	17	0
14	189	17	0
14	190	17	0
14	191	17	0
14	192	17	0
14	193	17	0
14	194	17	0
14	195	17	0
14	196	17	0
14	197	17	0
14	198	17	0
14	199	17	0
14	200	17	0
14	201	17	0
14	202	17	0
14	203	17	0
14	204	17	0
14	205	17	0
14	206	17	0
14	207	17	0
14	208	17	0
14	209	17	0
14	210	17	0
14	211	17	0
14	212	17	0
14	213	17	0
14	214	17	0
14	215	17	0
14	216	17	0
14	217	17	0
14	218	17	0
14	219	17	0
15	155	17	0.2
15	156	17	0.2
15	157	17	0.2
15	158	17	0.2
15	159	17	0.2
16	126	17	0
16	127	17	0
16	128	17	0
16	129	17	0
16	130	17	0
16	131	17	0
16	132	17	0
16	133	17	0
16	134	17	0
16	135	17	0
16	136	17	0
16	137	17	0
16	138	17	0
16	139	17	0
16	140	17	0
16	141	17	0
16	142	17	0
16	143	17	0
16	144	17	0
16	145	17	0
16	146	17	0
16	147	17	0
16	148	17	0
16	149	17	0
16	150	17	0
16	151	17	0
16	152	17	0
16	153	17	0
16	154	17	0
16	155	17	0
16	156	17	0
16	157	17	0
16	158	17	0
16	159	17	0
16	160	17	0
16	161	17	0
16	162	17	0
16	163	17	0
16	164	17	0
16	165	17	0
16	166	17	0
16	167	17	0
16	168	17	0
16	169	17	0
16	170	17	0
16	171	17	0
16	172	17	0
16	173	17	0
16	174	17	0
16	175	17	0
16	176	17	0
16	177	17	0
16	178	17	0
16	179	17	0
16	180	17	0
16	181	17	0
16	182	17	0
16	183	17	0
16	184	17	0
16	185	17	0
16	186	17	0
16	187	17	0
16	188	17	0
16	189	17	0
16	190	17	0
16	191	17	0
16	192	17	0
16	193	17	0
16	194	17	0
16	195	17	0
16	196	17	0
16	197	17	0
16	198	17	0
16	199	17	0
16	200	17	0
16	201	17	0
16	202	17	0
16	203	17	0
16	204	17	0
16	205	17	0
16	206	17	0
16	207	17	0
16	208	17	0
16	209	17	0
16	210	17	0
16	211	17	0
16	212	17	0
16	213	17	0
16	214	17	0
16	215	17	0
16	216	17	0
16	217	17	0
16	218	17	0
16	219	17	0
17	126	17	0
17	127	17	0
17	128	17	0
17	129	17	0
17	130	17	0
17	131	17	0
17	132	17	0
17	133	17	0
17	134	17	0
17	135	17	0
17	136	17	0
17	137	17	0
17	138	17	0
17	139	17	0
17	140	17	0
17	141	17	0
17	142	17	0
17	143	17	0
17	144	17	0
17	145	17	0
17	146	17	0
17	147	17	0
17	148	17	0
17	149	17	0
17	150	17	0
17	151	17	0
17	152	17	0
17	153	17	0
17	154	17	0
17	155	17	0
17	156	17	0
17	157	17	0
17	158	17	0
17	159	17	0
17	160	17	0
17	161	17	0
17	162	17	0
17	163	17	0
17	164	17	0
17	165	17	0
17	166	17	0
17	167	17	0
17	168	17	0
17	169	17	0
17	170	17	0
17	171	17	0
17	172	17	0
17	173	17	0
17	174	17	0
17	175	17	0
17	176	17	0
17	177	17	0
17	178	17	0
17	179	17	0
17	180	17	0
17	181	17	0
17	182	17	0
17	183	17	0
17	184	17	0
17	185	17	0
17	186	17	0
17	187	17	0
17	188	17	0
17	189	17	0
17	190	17	0
17	191	17	0
17	192	17	0
17	193	17	0
17	194	17	0
17	195	17	0
17	196	17	0
17	197	17	0
17	198	17	0
17	199	17	0
17	200	17	0
17	201	17	0
17	202	17	0
17	203	17	0
17	204	17	0
17	205	17	0
17	206	17	0
17	207	17	0
17	208	17	0
17	209	17	0
17	210	17	0
17	211	17	0
17	212	17	0
17	213	17	0
17	214	17	0
17	215	17	0
17	216	17	0
17	217	17	0
17	218	17	0
17	219	17	0
18	126	17	0
18	127	17	0
18	128	17	0
18	129	17	0
18	130	17	0
18	131	17	0
18	132	17	0
18	133	17	0
18	134	17	0
18	135	17	0
18	136	17	0
18	137	17	0
18	138	17	0
18	139	17	0
18	140	17	0
18	141	17	0
18	142	17	0
18	143	17	0
18	144	17	0
18	145	17	0
18	146	17	0
18	147	17	0
18	148	17	0
18	149	17	0
18	150	17	0
18	151	17	0
18	152	17	0
18	153	17	0
18	154	17	0
18	155	17	0
18	156	17	0
18	157	17	0
18	158	17	0
18	159	17	0
18	160	17	0
18	161	17	0
18	162	17	0
18	163	17	0
18	164	17	0
18	165	17	0
18	166	17	0
18	167	17	0
18	168	17	0
18	169	17	0
18	170	17	0
18	171	17	0
18	172	17	0
18	173	17	0
18	174	17	0
18	175	17	0
18	176	17	0
18	177	17	0
18	178	17	0
18	179	17	0
18	180	17	0
18	181	17	0
18	182	17	0
18	183	17	0
18	184	17	0
18	185	17	0
18	186	17	0
18	187	17	0
18	188	17	0
18	189	17	0
18	190	17	0
18	191	17	0
18	192	17	0
18	193	17	0
18	194	17	0
18	195	17	0
18	196	17	0
18	197	17	0
18	198	17	0
18	199	17	0
18	200	17	0
18	201	17	0
18	202	17	0
18	203	17	0
18	204	17	0
18	205	17	0
18	206	17	0
18	207	17	0
18	208	17	0
18	209	17	0
18	210	17	0
18	211	17	0
18	212	17	0
18	213	17	0
18	214	17	0
18	215	17	0
18	216	17	0
18	217	17	0
18	218	17	0
18	219	17	0
19	1	17	0
19	2	17	0
19	3	17	0
19	4	17	0
19	5	17	0
19	6	17	0
19	7	17	0
19	8	17	0
19	9	17	0
19	10	17	0
19	11	17	0
19	12	17	0
19	13	17	0
19	14	17	0
19	15	17	0
19	16	17	0
19	17	17	0
19	18	17	0
19	19	17	0
19	20	17	0
19	21	17	0
19	22	17	0
19	23	17	0
19	24	17	0
19	25	17	0
19	26	17	0
19	27	17	0
19	28	17	0
19	29	17	0
19	30	17	0
19	31	17	0
19	32	17	0
19	33	17	0
19	34	17	0
19	35	17	0
19	36	17	0
19	37	17	0
19	38	17	0
19	39	17	0
19	40	17	0
20	68	17	0.4
21	83	17	0.15
21	125	17	0.15
22	98	17	0.2
22	99	17	0.2
23	52	17	0.29
23	53	17	0.29
23	54	17	0.29
23	55	17	0.29
23	56	17	0.29
23	57	17	0.29
23	58	17	0.29
23	59	17	0.29
23	60	17	0.29
23	61	17	0.29
23	62	17	0.29
23	63	17	0.29
23	64	17	0.29
23	65	17	0.29
23	66	17	0.29
23	67	17	0.29
23	68	17	0.29
23	69	17	0.29
23	70	17	0.29
23	71	17	0.29
23	72	17	0.29
23	73	17	0.29
23	74	17	0.29
23	75	17	0.29
23	76	17	0.29
23	77	17	0.29
23	78	17	0.29
23	79	17	0.29
23	80	17	0.29
23	81	17	0.29
23	82	17	0.29
23	83	17	0.29
23	84	17	0.29
23	85	17	0.29
23	86	17	0.29
23	87	17	0.29
23	88	17	0.29
23	89	17	0.29
23	90	17	0.29
23	91	17	0.29
23	92	17	0.29
23	93	17	0.29
23	94	17	0.29
23	95	17	0.29
23	96	17	0.29
23	97	17	0.29
23	98	17	0.29
23	99	17	0.29
23	100	17	0.29
23	101	17	0.29
23	102	17	0.29
23	103	17	0.29
23	104	17	0.29
23	105	17	0.29
23	106	17	0.29
23	107	17	0.29
23	108	17	0.29
23	109	17	0.29
23	110	17	0.29
23	111	17	0.29
23	112	17	0.29
23	113	17	0.29
23	114	17	0.29
23	115	17	0.29
23	116	17	0.29
23	117	17	0.29
23	118	17	0.29
23	119	17	0.29
23	120	17	0.29
23	121	17	0.29
23	122	17	0.29
23	123	17	0.29
23	124	17	0.29
23	125	17	0.29
24	42	17	0.7
24	43	17	0.7
24	44	17	0.7
24	49	17	0.67
24	50	17	0.67
24	51	17	0.67
24	52	17	0.7
24	53	17	0.7
24	54	17	0.7
24	55	17	0.7
24	56	17	0.7
24	57	17	0.7
24	58	17	0.7
24	59	17	0.7
24	60	17	0.7
24	61	17	0.7
24	62	17	0.7
24	63	17	0.7
24	64	17	0.7
24	65	17	0.7
24	66	17	0.7
24	67	17	0.7
24	68	17	0.7
24	69	17	0.7
24	70	17	0.7
24	71	17	0.7
24	72	17	0.7
24	73	17	0.7
24	74	17	0.7
24	75	17	0.7
24	76	17	0.7
24	77	17	0.7
24	78	17	0.7
24	79	17	0.7
24	80	17	0.7
24	81	17	0.7
24	82	17	0.7
24	83	17	0.7
24	84	17	0.7
24	85	17	0.7
24	86	17	0.7
24	87	17	0.7
24	88	17	0.7
24	89	17	0.7
24	90	17	0.7
24	91	17	0.7
24	92	17	0.7
24	93	17	0.7
24	94	17	0.7
24	95	17	0.7
24	96	17	0.7
24	97	17	0.7
24	98	17	0.7
24	99	17	0.7
24	100	17	0.7
24	101	17	0.7
24	102	17	0.7
24	103	17	0.7
24	104	17	0.7
24	105	17	0.7
24	106	17	0.7
24	107	17	0.7
24	108	17	0.7
24	109	17	0.7
24	110	17	0.7
24	111	17	0.7
24	112	17	0.7
24	113	17	0.7
24	114	17	0.7
24	115	17	0.7
24	116	17	0.7
24	117	17	0.7
24	118	17	0.7
24	119	17	0.7
24	120	17	0.7
24	121	17	0.7
24	122	17	0.7
24	123	17	0.7
24	124	17	0.7
24	125	17	0.7
24	126	17	0.7
24	127	17	0.7
24	128	17	0.7
24	129	17	0.7
24	130	17	0.7
24	131	17	0.7
24	132	17	0.7
24	133	17	0.7
24	134	17	0.7
24	135	17	0.7
24	136	17	0.7
24	137	17	0.7
24	138	17	0.7
24	139	17	0.7
24	140	17	0.7
24	141	17	0.7
24	142	17	0.7
24	143	17	0.7
24	144	17	0.7
24	145	17	0.7
24	146	17	0.7
24	147	17	0.7
24	148	17	0.7
24	149	17	0.7
24	150	17	0.7
24	151	17	0.7
24	152	17	0.7
24	153	17	0.7
24	154	17	0.7
24	155	17	0.7
24	156	17	0.7
24	157	17	0.7
24	158	17	0.7
24	159	17	0.7
24	160	17	0.7
24	161	17	0.7
24	162	17	0.7
24	163	17	0.7
24	164	17	0.7
24	165	17	0.7
24	166	17	0.7
24	167	17	0.7
24	168	17	0.7
24	169	17	0.7
24	170	17	0.7
24	171	17	0.7
24	172	17	0.7
24	173	17	0.7
24	174	17	0.7
24	175	17	0.7
24	176	17	0.7
24	177	17	0.7
24	178	17	0.7
24	179	17	0.7
24	180	17	0.7
24	181	17	0.7
24	182	17	0.7
24	183	17	0.7
24	184	17	0.7
24	185	17	0.7
24	186	17	0.7
24	187	17	0.7
24	188	17	0.7
24	189	17	0.7
24	190	17	0.7
24	191	17	0.7
24	192	17	0.7
24	193	17	0.7
24	194	17	0.7
24	195	17	0.7
24	196	17	0.7
24	197	17	0.7
24	198	17	0.7
24	199	17	0.7
24	200	17	0.7
24	201	17	0.7
24	202	17	0.7
24	203	17	0.7
24	204	17	0.7
24	205	17	0.7
24	206	17	0.7
24	207	17	0.7
24	208	17	0.7
24	209	17	0.7
24	210	17	0.7
24	211	17	0.7
24	212	17	0.7
24	213	17	0.7
24	214	17	0.7
24	215	17	0.7
24	216	17	0.7
24	217	17	0.7
24	218	17	0.7
24	219	17	0.7
24	224	17	0.7
24	225	17	0.7
24	226	17	0.7
24	227	17	0.7
24	228	17	0.7
24	229	17	0.7
25	42	17	0.7
25	43	17	0.7
25	44	17	0.7
25	49	17	0.67
25	50	17	0.67
25	51	17	0.67
25	52	17	0.7
25	53	17	0.7
25	54	17	0.7
25	55	17	0.7
25	56	17	0.7
25	57	17	0.7
25	58	17	0.7
25	59	17	0.7
25	60	17	0.7
25	61	17	0.7
25	62	17	0.7
25	63	17	0.7
25	64	17	0.7
25	65	17	0.7
25	66	17	0.7
25	67	17	0.7
25	68	17	0.7
25	69	17	0.7
25	70	17	0.7
25	71	17	0.7
25	72	17	0.7
25	73	17	0.7
25	74	17	0.7
25	75	17	0.7
25	76	17	0.7
25	77	17	0.7
25	78	17	0.7
25	79	17	0.7
25	80	17	0.7
25	81	17	0.7
25	82	17	0.7
25	83	17	0.7
25	84	17	0.7
25	85	17	0.7
25	86	17	0.7
25	87	17	0.7
25	88	17	0.7
25	89	17	0.7
25	90	17	0.7
25	91	17	0.7
25	92	17	0.7
25	93	17	0.7
25	94	17	0.7
25	95	17	0.7
25	96	17	0.7
25	97	17	0.7
25	98	17	0.7
25	99	17	0.7
25	100	17	0.7
25	101	17	0.7
25	102	17	0.7
25	103	17	0.7
25	104	17	0.7
25	105	17	0.7
25	106	17	0.7
25	107	17	0.7
25	108	17	0.7
25	109	17	0.7
25	110	17	0.7
25	111	17	0.7
25	112	17	0.7
25	113	17	0.7
25	114	17	0.7
25	115	17	0.7
25	116	17	0.7
25	117	17	0.7
25	118	17	0.7
25	119	17	0.7
25	120	17	0.7
25	121	17	0.7
25	122	17	0.7
25	123	17	0.7
25	124	17	0.7
25	125	17	0.7
26	42	17	0.7
26	43	17	0.7
26	44	17	0.7
26	49	17	0.67
26	50	17	0.67
26	51	17	0.67
26	52	17	0.7
26	53	17	0.7
26	54	17	0.7
26	55	17	0.7
26	56	17	0.7
26	57	17	0.7
26	58	17	0.7
26	59	17	0.7
26	60	17	0.7
26	61	17	0.7
26	62	17	0.7
26	63	17	0.7
26	64	17	0.7
26	65	17	0.7
26	66	17	0.7
26	67	17	0.7
26	68	17	0.7
26	69	17	0.7
26	70	17	0.7
26	71	17	0.7
26	72	17	0.7
26	73	17	0.7
26	74	17	0.7
26	75	17	0.7
26	76	17	0.7
26	77	17	0.7
26	78	17	0.7
26	79	17	0.7
26	80	17	0.7
26	81	17	0.7
26	82	17	0.7
26	83	17	0.7
26	84	17	0.7
26	85	17	0.7
26	86	17	0.7
26	87	17	0.7
26	88	17	0.7
26	89	17	0.7
26	90	17	0.7
26	91	17	0.7
26	92	17	0.7
26	93	17	0.7
26	94	17	0.7
26	95	17	0.7
26	96	17	0.7
26	97	17	0.7
26	98	17	0.7
26	99	17	0.7
26	100	17	0.7
26	101	17	0.7
26	102	17	0.7
26	103	17	0.7
26	104	17	0.7
26	105	17	0.7
26	106	17	0.7
26	107	17	0.7
26	108	17	0.7
26	109	17	0.7
26	110	17	0.7
26	111	17	0.7
26	112	17	0.7
26	113	17	0.7
26	114	17	0.7
26	115	17	0.7
26	116	17	0.7
26	117	17	0.7
26	118	17	0.7
26	119	17	0.7
26	120	17	0.7
26	121	17	0.7
26	122	17	0.7
26	123	17	0.7
26	124	17	0.7
26	125	17	0.7
27	42	17	0.7
27	43	17	0.7
27	44	17	0.7
27	49	17	0.67
27	50	17	0.67
27	51	17	0.67
27	52	17	0.7
27	53	17	0.7
27	54	17	0.7
27	55	17	0.7
27	56	17	0.7
27	57	17	0.7
27	58	17	0.7
27	59	17	0.7
27	60	17	0.7
27	61	17	0.7
27	62	17	0.7
27	63	17	0.7
27	64	17	0.7
27	65	17	0.7
27	66	17	0.7
27	67	17	0.7
27	68	17	0.7
27	69	17	0.7
27	70	17	0.7
27	71	17	0.7
27	72	17	0.7
27	73	17	0.7
27	74	17	0.7
27	75	17	0.7
27	76	17	0.7
27	77	17	0.7
27	78	17	0.7
27	79	17	0.7
27	80	17	0.7
27	81	17	0.7
27	82	17	0.7
27	83	17	0.7
27	84	17	0.7
27	85	17	0.7
27	86	17	0.7
27	87	17	0.7
27	88	17	0.7
27	89	17	0.7
27	90	17	0.7
27	91	17	0.7
27	92	17	0.7
27	93	17	0.7
27	94	17	0.7
27	95	17	0.7
27	96	17	0.7
27	97	17	0.7
27	98	17	0.7
27	99	17	0.7
27	100	17	0.7
27	101	17	0.7
27	102	17	0.7
27	103	17	0.7
27	104	17	0.7
27	105	17	0.7
27	106	17	0.7
27	107	17	0.7
27	108	17	0.7
27	109	17	0.7
27	110	17	0.7
27	111	17	0.7
27	112	17	0.7
27	113	17	0.7
27	114	17	0.7
27	115	17	0.7
27	116	17	0.7
27	117	17	0.7
27	118	17	0.7
27	119	17	0.7
27	120	17	0.7
27	121	17	0.7
27	122	17	0.7
27	123	17	0.7
27	124	17	0.7
27	125	17	0.7
27	126	17	0.7
27	127	17	0.7
27	128	17	0.7
27	129	17	0.7
27	130	17	0.7
27	131	17	0.7
27	132	17	0.7
27	133	17	0.7
27	134	17	0.7
27	135	17	0.7
27	136	17	0.7
27	137	17	0.7
27	138	17	0.7
27	139	17	0.7
27	140	17	0.7
27	141	17	0.7
27	142	17	0.7
27	143	17	0.7
27	144	17	0.7
27	145	17	0.7
27	146	17	0.7
27	147	17	0.7
27	148	17	0.7
27	149	17	0.7
27	150	17	0.7
27	151	17	0.7
27	152	17	0.7
27	153	17	0.7
27	154	17	0.7
27	155	17	0.7
27	156	17	0.7
27	157	17	0.7
27	158	17	0.7
27	159	17	0.7
27	160	17	0.7
27	161	17	0.7
27	162	17	0.7
27	163	17	0.7
27	164	17	0.7
27	165	17	0.7
27	166	17	0.7
27	167	17	0.7
27	168	17	0.7
27	169	17	0.7
27	170	17	0.7
27	171	17	0.7
27	172	17	0.7
27	173	17	0.7
27	174	17	0.7
27	175	17	0.7
27	176	17	0.7
27	177	17	0.7
27	178	17	0.7
27	179	17	0.7
27	180	17	0.7
27	181	17	0.7
27	182	17	0.7
27	183	17	0.7
27	184	17	0.7
27	185	17	0.7
27	186	17	0.7
27	187	17	0.7
27	188	17	0.7
27	189	17	0.7
27	190	17	0.7
27	191	17	0.7
27	192	17	0.7
27	193	17	0.7
27	194	17	0.7
27	195	17	0.7
27	196	17	0.7
27	197	17	0.7
27	198	17	0.7
27	199	17	0.7
27	200	17	0.7
27	201	17	0.7
27	202	17	0.7
27	203	17	0.7
27	204	17	0.7
27	205	17	0.7
27	206	17	0.7
27	207	17	0.7
27	208	17	0.7
27	209	17	0.7
27	210	17	0.7
27	211	17	0.7
27	212	17	0.7
27	213	17	0.7
27	214	17	0.7
27	215	17	0.7
27	216	17	0.7
27	217	17	0.7
27	218	17	0.7
27	219	17	0.7
27	224	17	0.7
27	225	17	0.7
27	226	17	0.7
27	227	17	0.7
27	228	17	0.7
27	229	17	0.7
28	42	17	0.85
28	43	17	0.85
28	44	17	0.85
28	49	17	0.81
28	50	17	0.81
28	51	17	0.81
28	52	17	0.85
28	53	17	0.85
28	54	17	0.85
28	55	17	0.85
28	56	17	0.85
28	57	17	0.85
28	58	17	0.85
28	59	17	0.85
28	60	17	0.85
28	61	17	0.85
28	62	17	0.85
28	63	17	0.85
28	64	17	0.85
28	65	17	0.85
28	66	17	0.85
28	67	17	0.85
28	68	17	0.85
28	69	17	0.85
28	70	17	0.85
28	71	17	0.85
28	72	17	0.85
28	73	17	0.85
28	74	17	0.85
28	75	17	0.85
28	76	17	0.85
28	77	17	0.85
28	78	17	0.85
28	79	17	0.85
28	80	17	0.85
28	81	17	0.85
28	82	17	0.85
28	83	17	0.85
28	84	17	0.85
28	85	17	0.85
28	86	17	0.85
28	87	17	0.85
28	88	17	0.85
28	89	17	0.85
28	90	17	0.85
28	91	17	0.85
28	92	17	0.85
28	93	17	0.85
28	94	17	0.85
28	95	17	0.85
28	96	17	0.85
28	97	17	0.85
28	98	17	0.85
28	99	17	0.85
28	100	17	0.85
28	101	17	0.85
28	102	17	0.85
28	103	17	0.85
28	104	17	0.85
28	105	17	0.85
28	106	17	0.85
28	107	17	0.85
28	108	17	0.85
28	109	17	0.85
28	110	17	0.85
28	111	17	0.85
28	112	17	0.85
28	113	17	0.85
28	114	17	0.85
28	115	17	0.85
28	116	17	0.85
28	117	17	0.85
28	118	17	0.85
28	119	17	0.85
28	120	17	0.85
28	121	17	0.85
28	122	17	0.85
28	123	17	0.85
28	124	17	0.85
28	125	17	0.85
29	126	17	0.7
29	127	17	0.7
29	128	17	0.7
29	129	17	0.7
29	130	17	0.7
29	131	17	0.7
29	132	17	0.7
29	133	17	0.7
29	134	17	0.7
29	135	17	0.7
29	136	17	0.7
29	137	17	0.7
29	138	17	0.7
29	139	17	0.7
29	140	17	0.7
29	141	17	0.7
29	142	17	0.7
29	143	17	0.7
29	144	17	0.7
29	145	17	0.7
29	146	17	0.7
29	147	17	0.7
29	148	17	0.7
29	149	17	0.7
29	150	17	0.7
29	151	17	0.7
